coach_id,coach_url,short_name,long_name,dob,nationality_id,nationality_name,face_url
781,/coach/781/gary-caldwell/,G. Caldwell,Gary Caldwell,1982-04-12,42,Scotland,
869,/coach/869/steve-morison/,S. Morison,Steve Morison,1983-08-29,50,Wales,https://cdn.sportmonks.com/images/soccer/players/5/869.png
904,/coach/904/russell-martin/,R. Martin,Russell Martin,1986-01-04,42,Scotland,https://cdn.sportmonks.com/images/soccer/players/8/904.png
1198,/coach/1198/kelvin-davis/,K. Davis,Kelvin Davis,1976-09-29,14,England,https://cdn.sportmonks.com/images/soccer/players/14/1198.png
1260,/coach/1260/mark-hudson/,M. Hudson,Mark Hudson,1982-03-30,14,England,
1458,/coach/1458/michael-duff/,M. Duff,Michael Duff,1978-01-11,35,Northern Ireland,https://cdn.sportmonks.com/images/soccer/players/18/1458.png
1600,/coach/1600/lee-johnson/,L. Johnson,Lee Johnson,1981-06-07,14,England,
1621,/coach/1621/jim-goodwin/,J. Goodwin,Jim Goodwin,1981-11-20,25,Republic of Ireland,
1631,/coach/1631/patrick-kisnorbo/,P. Kisnorbo,Patrick Kisnorbo,1981-03-24,195,Australia,https://cdn.sportmonks.com/images/soccer/players/31/1631.png
1713,/coach/1713/zhi-zheng/,Z. Zheng,Zhi Zheng,1980-08-20,155,China PR,https://cdn.sportmonks.com/images/soccer/players/17/1713.png
1742,/coach/1742/callum-davidson/,C. Davidson,Callum Davidson,1976-06-25,42,Scotland,https://cdn.sportmonks.com/images/soccer/players/14/1742.png
1749,/coach/1749/grant-mccann/,G. McCann,Grant McCann,1980-04-14,35,Northern Ireland,https://cdn.sportmonks.com/images/soccer/players/21/1749.png
1773,/coach/1773/wayne-brown/,W. Brown,Wayne Brown,1977-08-20,14,England,
1819,/coach/1819/gareth-ainsworth/,G. Ainsworth,Gareth Ainsworth,1973-05-10,14,England,
2003,/coach/2003/johnnie-jackson/,J. Jackson,Johnnie Jackson,1982-08-15,14,England,https://cdn.sportmonks.com/images/soccer/players/19/2003.png
2103,/coach/2103/richard-wellens/,R. Wellens,Richard Wellens,1980-03-26,14,England,
2133,/coach/2133/michael-john-flynn/,M. Flynn,Michael John Flynn,1980-10-17,50,Wales,
2146,/coach/2146/john-eustace/,J. Eustace,John Eustace,1979-11-03,14,England,
2151,/coach/2151/mark-fotheringham/,M. Fotheringham,Mark Fotheringham,1983-10-22,42,Scotland,
2198,/coach/2198/mark-kennedy/,M. Kennedy,Mark Kennedy,1976-05-15,25,Republic of Ireland,
2615,/coach/2615/colin-healy/,C. Healy,Colin Healy,1980-03-15,25,Republic of Ireland,
2665,/coach/2665/david-gonzalez-giraldo/,D. González Giraldo,David González Giraldo,1982-07-20,56,Colombia,
2733,/coach/2733/matthew-taylor/,M. Taylor,Matthew Taylor,1982-01-30,14,England,
3038,/coach/3038/neil-harris/,N. Harris,Neil Harris,1977-07-12,14,England,
3125,/coach/3125/tore-andre-flo/,T. Flo,Tore Andre Flo,1973-06-15,36,Norway,https://cdn.sportmonks.com/images/soccer/players/21/3125.png
3311,/coach/3311/paul-warne/,P. Warne,Paul Warne,1973-05-08,14,England,
3349,/coach/3349/danny-schofield/,D. Schofield,Danny Schofield,1980-04-10,14,England,
3494,/coach/3494/lewis-jack-young/,L. Young,Lewis Jack Young,1989-09-27,14,England,
3960,/coach/3960/bruno-berner/,B. Berner,Bruno Berner,1977-11-21,47,Switzerland,
4115,/coach/4115/nuri-sahin/,N. Şahin,Nuri Şahin,1988-09-05,48,Turkey,https://cdn.sportmonks.com/images/soccer/players/19/4115.png
4665,/coach/4665/steven-defour/,S. Defour,Steven Defour,1988-04-15,7,Belgium,https://cdn.sportmonks.com/images/soccer/players/25/4665.png
5097,/coach/5097/robbie-neilson/,R. Neilson,Robbie Neilson,1980-06-19,42,Scotland,
5159,/coach/5159/joao-miguel-da-cunha-teixeira/,Moreno,João Miguel da Cunha Teixeira,1981-08-19,38,Portugal,https://cdn.sportmonks.com/images/soccer/players/7/5159.png
5224,/coach/5224/ruben-zadkovich/,R. Zadkovich,Ruben Zadkovich,1986-05-23,195,Australia,https://cdn.sportmonks.com/images/soccer/players/8/5224.png
6711,/coach/6711/kevin-maher/,K. Maher,Kevin Maher,1976-10-17,25,Republic of Ireland,
7016,/coach/7016/nathan-jones/,N. Jones,Nathan Jones,1973-05-28,50,Wales,
7101,/coach/7101/steven-schumacher/,S. Schumacher,Steven Schumacher,1984-04-30,14,England,
7464,/coach/7464/matt-bloomfield/,M. Bloomfield,Matt Bloomfield,1984-02-08,14,England,
8170,/coach/8170/ryan-lowe/,R. Lowe,Ryan Lowe,1978-09-18,14,England,https://cdn.sportmonks.com/images/soccer/players/10/8170.png
9882,/coach/9882/graham-coughlan/,G. Coughlan,Graham Coughlan,1974-11-18,25,Republic of Ireland,
10127,/coach/10127/paul-heckingbottom/,P. Heckingbottom,Paul Heckingbottom,1977-07-17,14,England,
10629,/coach/10629/kevin-nicholson/,K. Nicholson,Kevin Nicholson,1980-10-02,14,England,
10631,/coach/10631/chris-hargreaves/,C. Hargreaves,Chris Hargreaves,1972-12-05,14,England,
11018,/coach/11018/dino-maamria/,D. Maamria,Dino Maamria,1971-05-26,14,England,
15322,/coach/15322/scott-lindsey/,S. Lindsey,Scott Lindsey,1972-05-04,14,England,
16436,/coach/16436/daryl-mcmahon/,D. McMahon,Daryl McMahon,1982-10-10,25,Republic of Ireland,
20284,/coach/20284/darren-kelly/,D. Kelly,Darren Kelly,1979-06-30,35,Northern Ireland,
22909,/coach/22909/gabriel-francisco-garcia-de-la-torre/,G. García de la Torre,Gabriel Francisco García de la Torre,1979-02-10,45,Spain,https://cdn.sportmonks.com/images/soccer/players/29/22909.png
23029,/coach/23029/phillip-cocu/,P. Cocu,Phillip Cocu,1970-10-29,34,Netherlands,
23174,/coach/23174/jon-dahl-tomasson/,J. Dahl Tomasson,Jon Dahl Tomasson,1976-08-29,13,Denmark,
23180,/coach/23180/arne-slot/,A. Slot,Arne Slot,1978-09-17,34,Netherlands,https://cdn.sportmonks.com/images/soccer/players/12/23180.png
23237,/coach/23237/giovanni-van-bronckhorst/,G. van Bronckhorst,Giovanni van Bronckhorst,1975-02-05,34,Netherlands,https://cdn.sportmonks.com/images//soccer/coaches/5/23237.png
23247,/coach/23247/stephan-keller/,S. Keller,Stephan Keller,1979-05-31,47,Switzerland,
23316,/coach/23316/danny-buijs/,D. Buijs,Danny Buijs,1982-06-21,34,Netherlands,
23395,/coach/23395/rick-kruijs/,R. Kruijs,Rick Kruijs,1985-05-09,34,Netherlands,
23435,/coach/23435/alfred-schreuder/,A. Schreuder,Alfred Schreuder,1972-02-11,34,Netherlands,
23440,/coach/23440/sinan-kaloglu/,S. Kaloglu,Sinan Kaloglu,1981-06-10,48,Turkey,
23707,/coach/23707/rogier-meijer/,R. Meijer,Rogier Meijer,1981-09-05,34,Netherlands,
23716,/coach/23716/kevin-hofland/,K. Hofland,Kevin Hofland,1979-07-06,34,Netherlands,https://cdn.sportmonks.com/images/soccer/players/4/23716.png
23990,/coach/23990/arnar-vidharsson/,A. Viðarsson,Arnar Viðarsson,1978-03-15,24,Iceland,https://cdn.sportmonks.com/images/soccer/players/22/23990.png
24381,/coach/24381/mark-van-bommel/,M. van Bommel,Mark van Bommel,1977-04-22,34,Netherlands,https://cdn.sportmonks.com/images/soccer/players/29/24381.png
29535,/coach/29535/bo-svensson/,B. Svensson,Bo Svensson,1979-08-04,13,Denmark,https://cdn.sportmonks.com/images/soccer/players/31/29535.png
29560,/coach/29560/miroslav-klose/,M. Klose,Miroslav Klose,1978-06-09,21,Germany,https://cdn.sportmonks.com/images/soccer/players/24/29560.png
29608,/coach/29608/ludovic-magnin/,L. Magnin,Ludovic Magnin,1979-04-20,47,Switzerland,
29612,/coach/29612/alexander-frei/,A. Frei,Alexander Frei,1979-07-15,47,Switzerland,https://cdn.sportmonks.com/images/soccer/players/12/29612.png
29621,/coach/29621/thomas-brdaric/,T. Brdarić,Thomas Brdarić,1975-01-23,21,Germany,
29676,/coach/29676/steffen-baumgart/,S. Baumgart,Steffen Baumgart,1972-01-05,21,Germany,
29710,/coach/29710/marco-rose/,M. Rose,Marco Rose,1976-09-11,21,Germany,https://cdn.sportmonks.com/images//soccer/coaches/14/29710.png
29740,/coach/29740/timo-rost/,T. Rost,Timo Rost,1978-08-29,21,Germany,
29838,/coach/29838/steven-cherundolo/,S. Cherundolo,Steven Cherundolo,1979-02-19,95,United States,https://cdn.sportmonks.com/images/soccer/players/14/29838.png
29839,/coach/29839/christoph-dabrowski/,C. Dabrowski,Christoph Dabrowski,1978-07-01,21,Germany,https://cdn.sportmonks.com/images/soccer/players/15/29839.png
30044,/coach/30044/christian-eichner/,C. Eichner,Christian Eichner,1982-11-24,21,Germany,https://cdn.sportmonks.com/images/soccer/players/28/30044.png
30143,/coach/30143/thomas-kleine/,T. Kleine,Thomas Kleine,1977-12-28,21,Germany,https://cdn.sportmonks.com/images/soccer/players/31/30143.png
30314,/coach/30314/matthias-jaissle/,M. Jaissle,Matthias Jaissle,1988-04-05,21,Germany,https://cdn.sportmonks.com/images/soccer/players/10/30314.png
30462,/coach/30462/cagdas-atan/,Ç. Atan,Çagdas Atan,1980-02-29,48,Turkey,
30572,/coach/30572/alexander-voigt/,A. Voigt,Alexander Voigt,1978-04-13,21,Germany,
30963,/coach/30963/ruud-van-nistelrooy/,R. van Nistelrooy,Ruud van Nistelrooy,1976-01-07,34,Netherlands,https://cdn.sportmonks.com/images/soccer/players/19/30963.png
30996,/coach/30996/sandro-wagner/,S. Wagner,Sandro Wagner,1987-11-29,21,Germany,https://cdn.sportmonks.com/images/soccer/players/20/30996.png
31151,/coach/31151/timo-schultz/,T. Schultz,Timo Schultz,1977-08-26,21,Germany,
31205,/coach/31205/jonas-de-roeck/,J. De Roeck,Jonas De Roeck,1979-12-20,7,Belgium,https://cdn.sportmonks.com/images/soccer/players/5/31205.png
31312,/coach/31312/ovidiu-nicusor-burca/,O. Burca,Ovidiu Nicusor Burca,1980-03-16,39,Romania,
33148,/coach/33148/rudiger-ziehl/,R. Ziehl,Rüdiger Ziehl,1977-10-26,21,Germany,
33182,/coach/33182/stefan-leitl/,S. Leitl,Stefan Leitl,1977-08-29,21,Germany,https://cdn.sportmonks.com/images/soccer/players/30/33182.png
33212,/coach/33212/daniel-thioune/,D. Thioune,Daniel Thioune,1974-07-21,21,Germany,
35399,/coach/35399/marcel-rapp/,M. Rapp,Marcel Rapp,1979-04-16,21,Germany,
35472,/coach/35472/tobias-schweinsteiger/,T. Schweinsteiger,Tobias Schweinsteiger,1982-03-12,21,Germany,https://cdn.sportmonks.com/images/soccer/players/16/35472.png
35564,/coach/35564/mersad-selimbegovic/,M. Selimbegovic,Mersad Selimbegovic,1982-04-29,8,Bosnia and Herzegovina,
35571,/coach/35571/alexander-blessin/,A. Blessin,Alexander Blessin,1973-05-28,21,Germany,
36891,/coach/36891/michael-schiele/,M. Schiele,Michael Schiele,1978-03-03,21,Germany,
38226,/coach/38226/dario-fossi/,D. Fossi,Dario Fossi,1981-05-21,27,Italy,
38879,/coach/38879/sargon-duran/,S. Duran,Sargon Duran,1987-01-31,4,Austria,https://cdn.sportmonks.com/images/soccer/players/31/38879.png
38927,/coach/38927/enrico-maassen/,E. Maaßen,Enrico Maaßen,1984-03-10,21,Germany,https://cdn.sportmonks.com/images//soccer/coaches/15/38927.png
39433,/coach/39433/michel-kniat/,M. Kniat,Michél Kniat,1985-11-18,21,Germany,
45305,/coach/45305/pellegrino-matarazzo/,P. Matarazzo,Pellegrino Matarazzo,1977-11-28,95,United States,https://cdn.sportmonks.com/images//soccer/coaches/25/45305.png
51306,/coach/51306/ferdinand-feldhofer/,F. Feldhofer,Ferdinand Feldhofer,1979-10-23,4,Austria,https://cdn.sportmonks.com/images/soccer/players/10/51306.png
51459,/coach/51459/mattias-lindstrom/,M. Lindström,Mattias Lindström,1980-04-18,46,Sweden,https://cdn.sportmonks.com/images/soccer/players/3/51459.png
51518,/coach/51518/oliver-glasner/,O. Glasner,Oliver Glasner,1974-08-28,4,Austria,https://cdn.sportmonks.com/images//soccer/coaches/30/51518.png
60268,/coach/60268/adnan-custovic/,A. Čustović,Adnan Čustović,1978-04-16,8,Bosnia and Herzegovina,
60303,/coach/60303/ivan-leko/,I. Leko,Ivan Leko,1978-02-07,10,Croatia,https://cdn.sportmonks.com/images/soccer/players/15/60303.png
60307,/coach/60307/karel-geraerts/,K. Geraerts,Karel Geraerts,1982-01-05,7,Belgium,https://cdn.sportmonks.com/images/soccer/players/19/60307.png
60361,/coach/60361/mbaye-leye/,M. Leye,M'Baye Leye,1982-12-01,136,Senegal,https://cdn.sportmonks.com/images/soccer/players/9/60361.png
60393,/coach/60393/ivan-vukomanovic/,I. Vukomanovic,Ivan Vukomanovic,1977-06-19,51,Serbia,
60851,/coach/60851/wim-de-decker/,W. De Decker,Wim De Decker,1982-04-06,7,Belgium,https://cdn.sportmonks.com/images/soccer/players/19/60851.png
79289,/coach/79289/marcel-liczka/,M. Liczka,Marcel Liczka,1977-07-17,12,Czech Republic,
82956,/coach/82956/henrik-hansen/,H. Hansen,Henrik Hansen,1979-07-28,13,Denmark,https://cdn.sportmonks.com/images/soccer/players/12/82956.png
82974,/coach/82974/brian-priske-pedersen/,B. Priske Pedersen,Brian Priske Pedersen,1977-05-14,13,Denmark,
84240,/coach/84240/martin-thomsen/,M. Thomsen,Martin Thomsen,1982-08-06,13,Denmark,https://cdn.sportmonks.com/images/soccer/players/16/84240.png
90958,/coach/90958/toni-koskela/,T. Koskela,Toni Koskela,1983-02-16,17,Finland,
94064,/coach/94064/laurent-batlles/,L. Batlles,Laurent Batlles,1975-09-23,18,France,
94105,/coach/94105/cristiano-marques-gomes/,C. Marques Gomes,Cristiano Marques Gomes,1977-06-03,54,Brazil,https://cdn.sportmonks.com/images/soccer/players/25/94105.png
94233,/coach/94233/vincent-hognon/,V. Hognon,Vincent Hognon,1974-08-16,18,France,
94328,/coach/94328/paulo-cesar-da-silva-peixoto/,P. da Silva Peixoto,Paulo César da Silva Peixoto,1980-05-12,38,Portugal,https://cdn.sportmonks.com/images/soccer/players/24/94328.png
94341,/coach/94341/stephane-dumont/,S. Dumont,Stéphane Dumont,1982-06-09,18,France,
94363,/coach/94363/romain-pitau/,R. Pitau,Romain Pitau,1977-08-08,18,France,https://cdn.sportmonks.com/images/soccer/players/27/94363.png
94389,/coach/94389/olivier-echouafni/,O. Echouafni,Olivier Echouafni,1972-09-13,18,France,
94575,/coach/94575/fabio-grosso/,F. Grosso,Fabio Grosso,1977-11-28,27,Italy,
94983,/coach/94983/nicolas-rabuel/,N. Rabuel,Nicolas Rabuel,1978-01-15,18,France,
95058,/coach/95058/luis-oscar-gonzalez/,L. González,Luis Oscar González,1981-01-19,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/18/95058.png
95070,/coach/95070/omar-daf/,O. Daf,Omar Daf,1977-02-12,136,Senegal,
95212,/coach/95212/bruno-grougi/,B. Grougi,Bruno Grougi,1983-04-26,18,France,https://cdn.sportmonks.com/images/soccer/players/12/95212.png
95726,/coach/95726/thiago-motta/,T. Motta,Thiago Motta,1982-08-28,27,Italy,https://cdn.sportmonks.com/images/soccer/players/14/95726.png
95782,/coach/95782/adrian-mutu/,A. Mutu,Adrian Mutu,1979-01-08,39,Romania,https://cdn.sportmonks.com/images/soccer/players/6/95782.png
97208,/coach/97208/olivier-guegan/,O. Guégan,Olivier Guégan,1972-08-20,18,France,
98545,/coach/98545/ande-dona-ndoh/,A. Dona N'Doh,Ande Dona N'Doh,1986-05-22,103,Cameroon,https://cdn.sportmonks.com/images/soccer/players/17/98545.png
99512,/coach/99512/fabien-valeri/,F. Valeri,Fabien Valeri,1974-09-06,18,France,
101150,/coach/101150/stephane-masala/,S. Masala,Stéphane Masala,1976-08-30,18,France,https://cdn.sportmonks.com/images/soccer/players/30/101150.png
107256,/coach/107256/israel-alejandro-damonte/,I. Damonte,Israel Alejandro Damonte,1982-01-06,52,Argentina,
107635,/coach/107635/nicolae-constantin-dica/,N. Dică,Nicolae Constantin Dică,1980-05-09,39,Romania,https://cdn.sportmonks.com/images/soccer/players/19/107635.png
107983,/coach/107983/erol-bulut/,E. Bulut,Erol Bulut,1975-01-30,48,Turkey,
108499,/coach/108499/aleksandar-vukovic/,A. Vukovic,Aleksandar Vukovic,1979-08-25,51,Serbia,
108880,/coach/108880/vasco-manuel-vilhena-faisca-teixeira/,V. Faisca Teixeira,Vasco Manuel Vilhena Faisca Teixeira,1980-08-27,38,Portugal,https://cdn.sportmonks.com/images/soccer/players/16/108880.png
109688,/coach/109688/diego-hernan-martinez/,D. Martínez,Diego Hernán Martínez,1978-11-16,52,Argentina,
117955,/coach/117955/jacob-neestrup-hansen/,J. Neestrup Hansen,Jacob Neestrup Hansen,1988-08-03,13,Denmark,
120315,/coach/120315/ruaidhri-higgins/,R. Higgins,Ruaidhri Higgins,1984-10-23,35,Northern Ireland,
120469,/coach/120469/john-russell/,J. Russell,John Russell,1985-05-18,25,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/21/120469.png
120550,/coach/120550/andrew-myler/,A. Myler,Andrew Myler,1975-02-12,25,Republic of Ireland,
120668,/coach/120668/ian-ryan/,I. Ryan,Ian Ryan,1987-06-09,25,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/28/120668.png
120714,/coach/120714/gary-cronin/,G. Cronin,Gary Cronin,1979-03-16,25,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/10/120714.png
120775,/coach/120775/stephen-bradley/,S. Bradley,Stephen Bradley,1984-11-19,25,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/7/120775.png
121795,/coach/121795/tim-clancy/,T. Clancy,Tim Clancy,1984-06-08,25,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/3/121795.png
122306,/coach/122306/tommy-barrett/,T. Barrett,Tommy Barrett,1979-05-20,25,Republic of Ireland,
126283,/coach/126283/mihai-doru-pintilii/,M. Pintilii,Mihai Doru Pintilii,1984-11-09,39,Romania,https://cdn.sportmonks.com/images/soccer/players/11/126283.png
127492,/coach/127492/eugenio-corini/,E. Corini,Eugenio Corini,1970-07-30,27,Italy,
127495,/coach/127495/filippo-inzaghi/,F. Inzaghi,Filippo Inzaghi,1973-08-09,27,Italy,
127536,/coach/127536/mario-frick/,M. Frick,Mario Frick,1974-09-07,29,Liechtenstein,
127593,/coach/127593/sebastiano-siviglia/,S. Siviglia,Sebastiano Siviglia,1973-03-29,27,Italy,
127597,/coach/127597/dejan-stankovic/,D. Stankovic,Dejan Stankovic,1978-11-09,51,Serbia,https://cdn.sportmonks.com/images/soccer/players/13/127597.png
127611,/coach/127611/lionel-sebastian-scaloni/,L. Scaloni,Lionel Sebastián Scaloni,1978-05-16,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/27/127611.png
127616,/coach/127616/paolo-zanetti/,P. Zanetti,Paolo Zanetti,1982-12-16,27,Italy,https://cdn.sportmonks.com/images//soccer/coaches/0/127616.png
127617,/coach/127617/leonardo-colucci/,L. Colucci,Leonardo Colucci,1972-12-29,27,Italy,
127889,/coach/127889/roberto-de-zerbi/,R. De Zerbi,Roberto De Zerbi,1979-06-06,27,Italy,
127965,/coach/127965/ivan-gennaro-gattuso/,I. Gattuso,Ivan Gennaro Gattuso,1978-01-09,27,Italy,https://cdn.sportmonks.com/images/soccer/players/29/127965.png
127980,/coach/127980/ivan-juric/,I. Juric,Ivan Juric,1975-08-25,10,Croatia,https://cdn.sportmonks.com/images//soccer/coaches/12/127980.png
127989,/coach/127989/andrea-pirlo/,A. Pirlo,Andrea Pirlo,1979-05-19,27,Italy,https://cdn.sportmonks.com/images/soccer/players/21/127989.png
128013,/coach/128013/fabio-liverani/,F. Liverani,Fabio Liverani,1976-04-29,27,Italy,
128160,/coach/128160/simone-inzaghi/,S. Inzaghi,Simone Inzaghi,1976-04-05,27,Italy,https://cdn.sportmonks.com/images//soccer/coaches/0/128160.png
128211,/coach/128211/christian-bucchi/,C. Bucchi,Christian Bucchi,1977-02-13,27,Italy,
128261,/coach/128261/vincenzo-italiano/,V. Italiano,Vincenzo Italiano,1977-12-10,27,Italy,
128295,/coach/128295/raffaele-palladino/,R. Palladino,Raffaele Palladino,1984-04-17,27,Italy,https://cdn.sportmonks.com/images/soccer/players/7/128295.png
128419,/coach/128419/fabio-cannavaro/,F. Cannavaro,Fabio Cannavaro,1973-09-13,27,Italy,
128470,/coach/128470/massimo-paci/,M. Paci,Massimo Paci,1978-05-09,27,Italy,https://cdn.sportmonks.com/images/soccer/players/22/128470.png
128851,/coach/128851/fernando-ruben-gago/,F. Gago,Fernando Rubén Gago,1986-04-10,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/19/128851.png
130523,/coach/130523/gennaro-volpe/,G. Volpe,Gennaro Volpe,1981-02-17,27,Italy,https://cdn.sportmonks.com/images/soccer/players/27/130523.png
130528,/coach/130528/fabio-pecchia/,F. Pecchia,Fabio Pecchia,1973-08-24,27,Italy,
130911,/coach/130911/daniele-di-donato/,D. Di Donato,Daniele Di Donato,1977-02-21,27,Italy,
130912,/coach/130912/michele-mignani/,M. Mignani,Michele Mignani,1972-04-30,27,Italy,
131125,/coach/131125/edoardo-gorini/,E. Gorini,Edoardo Gorini,1974-02-28,27,Italy,
133534,/coach/133534/gustavo-adolfo-munua-vera/,G. Munúa Vera,Gustavo Adolfo Munúa Vera,1978-01-27,60,Uruguay,https://cdn.sportmonks.com/images/soccer/players/30/133534.png
134562,/coach/134562/marius-marian-croitoru/,M. Croitoru,Marius Marian Croitoru,1980-10-02,39,Romania,https://cdn.sportmonks.com/images/soccer/players/2/134562.png
149815,/coach/149815/magnus-powell/,M. Powell,Magnus Powell,1974-10-28,46,Sweden,
152113,/coach/152113/kevin-andrew-nicol/,K. Nicol,Kevin Andrew Nicol,1982-01-19,42,Scotland,
152235,/coach/152235/eirik-horneland/,E. Horneland,Eirik Horneland,1975-03-14,36,Norway,
153793,/coach/153793/wojciech-lobodzinski/,W. Łobodziński,Wojciech Łobodziński,1982-10-20,37,Poland,
153980,/coach/153980/pavol-stano/,P. Stano,Pavol Stano,1977-09-29,43,Slovakia,https://cdn.sportmonks.com/images/soccer/players/28/153980.png
154013,/coach/154013/maciej-stolarczyk/,M. Stolarczyk,Maciej Stolarczyk,1972-01-15,37,Poland,
154225,/coach/154225/ivan-djurdjevic/,I. Djurdjevic,Ivan Djurdjevic,1977-02-05,51,Serbia,
154313,/coach/154313/dariusz-dudek/,D. Dudek,Dariusz Dudek,1975-04-08,37,Poland,
154708,/coach/154708/kamil-kuzera/,K. Kuzera,Kamil Kuzera,1983-03-11,37,Poland,https://cdn.sportmonks.com/images/soccer/players/20/154708.png
156328,/coach/156328/adam-majewski/,A. Majewski,Adam Majewski,1973-12-24,37,Poland,
158158,/coach/158158/ruben-filipe-marques-amorim/,R. Amorim,Ruben Filipe Marques Amorim,1985-01-27,38,Portugal,https://cdn.sportmonks.com/images/soccer/players/14/158158.png
158416,/coach/158416/eduardo-godinho-felipe-de-souza/,E. Felipe de Souza,Eduardo Godinho Felipe de Souza,1981-03-08,54,Brazil,
160758,/coach/160758/nelson-alexandre-da-silva-verissimo/,N. da Silva Veríssimo,Nelson Alexandre da Silva Veríssimo,1977-04-17,38,Portugal,
163533,/coach/163533/laszlo-gyorgy-balint/,L. Balint,László György Balint,1979-03-29,39,Romania,
163559,/coach/163559/nicolae-constantin/,N. Constantin,Nicolae Constantin,1973-12-09,39,Romania,
163560,/coach/163560/marius-constantin-maldarasanu/,M. Măldărăşanu,Marius Constantin Măldărăşanu,1975-04-19,39,Romania,
163593,/coach/163593/ilie-poenaru/,I. Poenaru,Ilie Poenaru,1976-11-11,39,Romania,
163743,/coach/163743/mirel-matei-radoi/,M. Radoi,Mirel Matei Radoi,1981-03-22,39,Romania,https://cdn.sportmonks.com/images/soccer/players/31/163743.png
